,int,int,str,str,float,int,int,int,int,int,int,int,float,int,float,int,int,int,int,int,int,int,float
0,,순위,선수명,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,WHIP
858,2019,10,유희관,두산,3.25,28,,,11,8,0,0,0.579,,166.1,171,8,42,3,64,67,60,1.28
859,2019,11,최원태,키움,3.38,27,,,11,5,0,0,0.688,,157.1,165,5,36,5,105,68,59,1.28
860,2019,12,채드벨,한화,3.5,29,,,11,10,0,0,0.524,,177.1,169,14,63,10,134,73,69,1.31
861,2019,13,서폴드,한화,3.51,31,,,12,11,0,0,0.522,,192.1,191,8,54,8,135,84,75,1.27
862,2019,14,쿠에바스,KT,3.62,30,,,13,10,0,0,0.565,,184,153,18,63,12,135,80,74,1.17
863,2019,15,이영하,두산,3.64,29,,,17,4,0,0,0.81,,163.1,148,5,61,10,90,70,66,1.28
864,2019,16,문승원,SK,3.88,26,,,11,7,0,2,0.611,,144,130,23,33,3,99,63,62,1.13
865,2019,16,박종훈,SK,3.88,28,,,8,11,0,0,0.421,,144,157,12,59,13,100,72,62,1.5
866,2019,18,레일리,롯데,3.88,30,,,5,14,0,0,0.263,,181,191,10,65,8,140,88,78,1.41
867,2019,19,알칸타라,KT,4.01,27,,,11,11,0,0,0.5,,172.2,189,15,27,8,100,80,77,1.25
868,2019,20,이용찬,두산,4.07,26,,,7,10,0,0,0.412,,148.1,168,15,45,6,102,75,67,1.44
869,2019,21,차우찬,LG,4.12,29,,,13,8,0,0,0.619,,168.1,181,16,59,5,124,87,77,1.43
870,2019,22,백정현,삼성,4.24,28,,,8,10,0,0,0.444,,157,158,17,56,6,82,85,74,1.36
871,2019,23,다익손,롯데,4.34,29,,,6,10,0,0,0.375,,149.1,164,15,40,6,117,81,72,1.37
872,2019,24,윌랜드,KIA,4.75,28,,,8,10,0,0,0.444,,165,191,17,59,5,137,95,87,1.52
873,2019,25,윤성환,삼성,4.77,27,,,8,13,0,0,0.381,,145.1,168,14,50,7,65,87,77,1.5
874,2019,26,김민,KT,4.96,27,,,6,12,0,0,0.333,,150.2,175,16,65,4,91,88,83,1.59
875,2019,27,터너,KIA,5.46,28,,,7,13,0,0,0.35,,153.1,179,12,58,17,121,107,93,1.55
876,2020,1,요키시,키움,2.14,27,,,12,7,0,0,0.632,,159.2,144,6,25,6,115,53,38,1.06
877,2020,2,스트레일리,롯데,2.5,31,,,15,4,0,0,0.789,,194.2,148,10,51,7,205,61,54,1.02
878,2020,3,브룩스,KIA,2.5,23,,,11,4,0,0,0.733,,151.1,131,4,24,3,130,43,42,1.02
879,2020,4,알칸타라,두산,2.54,31,,,20,2,0,0,0.909,,198.2,174,12,30,9,182,58,56,1.03
880,2020,5,루친스키,NC,3.05,30,,,19,5,0,0,0.792,,183,173,14,57,11,167,67,62,1.26
881,2020,6,켈리,LG,3.32,28,,,15,7,0,0,0.682,,173.1,160,16,40,11,134,67,64,1.15
882,2020,7,뷰캐넌,삼성,3.45,27,,,15,7,0,0,0.682,,174.2,172,16,50,7,121,71,67,1.27
883,2020,8,최채흥,삼성,3.58,26,,,11,6,0,0,0.647,,146,131,12,51,7,123,67,58,1.25
884,2020,9,문승원,SK,3.65,25,,,6,8,0,0,0.429,,145.2,136,13,45,6,117,64,59,1.24
885,2020,10,임찬규,LG,4.08,27,,,10,9,0,0,0.526,,147.2,143,14,65,5,138,76,67,1.41
886,2020,11,쿠에바스,KT,4.1,27,,,10,8,0,0,0.556,,158,152,16,46,9,110,80,72,1.25
887,2020,12,데스파이네,KT,4.33,35,,,15,8,0,0,0.652,,207.2,233,18,68,8,152,105,100,1.45
888,2020,13,가뇽,KIA,4.34,28,,,11,8,0,0,0.579,,159.2,162,7,64,9,141,86,77,1.42
889,2020,14,윌슨,LG,4.42,25,,,10,8,0,0,0.556,,144.2,161,13,39,8,109,81,71,1.38
890,2020,15,라이트,NC,4.68,29,,,11,9,0,0,0.55,,157.2,164,12,63,10,125,87,82,1.44
891,2020,16,양현종,KIA,4.7,31,,,11,10,0,0,0.524,,172.1,180,13,64,5,149,99,90,1.42
892,2020,17,박세웅,롯데,4.7,28,,,8,10,0,0,0.444,,147.1,177,20,47,8,108,85,77,1.52
893,2020,18,박종훈,SK,4.81,29,,,13,11,0,0,0.542,,157.1,146,14,78,22,134,90,84,1.42
894,2020,19,서폴드,한화,4.91,28,,,10,13,0,0,0.435,,165,203,19,42,13,97,107,90,1.48
895,2020,20,핀토,SK,6.17,30,,,6,15,0,0,0.286,,162,198,19,90,11,112,121,111,1.78
896,2021,1,미란다,두산,2.33,28,,,14,5,0,0,0.737,,173.2,135,11,63,1,225,49,45,1.14
897,2021,2,백정현,삼성,2.63,27,,,14,5,0,0,0.737,,157.2,142,15,54,2,109,54,46,1.24
898,2021,3,고영표,KT,2.92,26,,,11,6,0,1,0.647,,166.2,147,9,27,14,130,59,54,1.04
899,2021,4,요키시,키움,2.93,31,,,16,9,0,0,0.64,,181.1,171,12,46,4,131,71,59,1.2
900,2021,5,원태인,삼성,3.06,26,,,14,7,0,0,0.667,,158.2,147,11,51,5,129,59,54,1.25
901,2021,6,뷰캐넌,삼성,3.1,30,,,16,5,0,0,0.762,,177,173,13,59,2,162,71,61,1.31
902,2021,7,켈리,LG,3.15,30,,,13,8,0,0,0.619,,177,160,12,60,11,142,64,62,1.24
903,2021,8,루친스키,NC,3.17,30,,,15,10,0,0,0.6,,178.2,160,12,55,10,177,76,63,1.2
904,2021,9,킹험,한화,3.19,25,,,10,8,0,0,0.556,,144,117,11,41,5,131,58,51,1.1
905,2021,10,최원준,두산,3.3,29,,,12,4,0,0,0.75,,158.1,160,15,37,10,113,65,58,1.24
906,2021,11,데스파이네,KT,3.39,33,,,13,10,0,0,0.565,,188.2,175,10,78,7,165,81,71,1.34
907,2021,12,폰트,SSG,3.46,25,,,8,5,0,0,0.615,,145.2,114,12,45,6,157,66,56,1.09
908,2021,13,카펜터,한화,3.97,31,,,5,12,0,0,0.294,,170,150,16,72,19,179,90,75,1.31
909,2021,14,박세웅,롯데,3.98,28,,,10,9,0,0,0.526,,163,141,20,53,10,125,75,72,1.19
910,2021,15,김민우,한화,4,29,,,14,10,0,0,0.583,,155.1,131,15,76,7,125,71,69,1.33
911,2021,16,스트레일리,롯데,4.07,31,,,10,12,0,0,0.455,,165.2,162,12,67,7,164,85,75,1.38
912,2021,17,신민혁,NC,4.41,30,,,9,6,0,0,0.6,,145,155,17,44,5,107,75,71,1.37
913,2021,18,임기영,KIA,4.88,28,,,8,8,0,0,0.5,,153,155,15,45,11,129,85,83,1.31
914,2021,19,프랑코,롯데,5.4,37,,,9,8,0,1,0.529,,150,147,20,75,20,124,97,90,1.48
915,2022,1,안우진,키움,2.11,30,,,15,8,0,0,0.652,,196,131,4,55,4,224,51,46,0.95
916,2022,2,김광현,SSG,2.13,28,,,13,3,0,0,0.813,,173.1,141,10,45,5,153,48,41,1.07
917,2022,3,플럿코,LG,2.39,28,,,15,5,0,0,0.75,,162,125,13,38,2,149,53,43,1.01
918,2022,4,수아레즈,삼성,2.49,30,,,6,8,0,0,0.429,,173.2,151,7,50,4,159,61,48,1.16
919,2022,5,켈리,LG,2.54,27,,,16,4,0,0,0.8,,166.1,144,10,35,2,153,50,47,1.08
920,2022,6,요키시,키움,2.57,30,,,10,8,0,0,0.556,,185.1,169,8,33,5,154,61,53,1.09
921,2022,7,폰트,SSG,2.69,28,,,13,6,0,0,0.684,,184,141,18,34,6,170,63,55,0.95
922,2022,8,루친스키,NC,2.97,31,,,10,12,0,0,0.455,,193.2,184,14,34,8,194,77,64,1.13
923,2022,9,뷰캐넌,삼성,3.04,26,,,11,8,0,0,0.579,,160,176,10,39,8,117,61,54,1.34
924,2022,10,소형준,KT,3.05,27,,,13,6,0,0,0.684,,171.1,158,8,39,5,117,68,58,1.15
925,2022,11,고영표,KT,3.26,28,,,13,8,0,0,0.619,,182.1,191,7,23,16,156,69,66,1.17
926,2022,12,스탁,두산,3.6,29,,,9,10,0,0,0.474,,165,162,9,83,10,138,87,66,1.48
927,2022,12,최원준,두산,3.6,30,,,8,13,0,0,0.381,,165,183,21,37,7,113,80,66,1.33
928,2022,14,반즈,롯데,3.62,31,,,12,12,0,0,0.5,,186.1,176,8,47,18,160,87,75,1.2
929,2022,15,곽빈,두산,3.78,27,,,8,9,0,0,0.471,,147.2,143,13,60,11,138,69,62,1.37
930,2022,16,양현종,KIA,3.85,30,,,12,7,0,0,0.632,,175.1,170,14,50,3,141,86,75,1.25
931,2022,17,이의리,KIA,3.86,29,,,10,10,0,0,0.5,,154,128,18,74,9,161,79,66,1.31
932,2022,18,박세웅,롯데,3.89,28,,,10,11,0,0,0.476,,157.1,179,8,32,8,146,80,68,1.34
933,2022,19,원태인,삼성,3.92,27,,,10,8,0,0,0.556,,165.1,175,16,38,4,130,75,72,1.29
934,2022,20,김민우,한화,4.36,29,,,6,11,0,0,0.353,,163,143,16,84,8,129,82,79,1.39
935,2022,21,오원석,SSG,4.5,31,,,6,8,0,0,0.429,,144,158,16,58,3,112,79,72,1.5
936,2022,22,데스파이네,KT,4.53,30,,,8,12,0,0,0.4,,163,198,14,48,9,123,94,82,1.51
